tc_PearsonCorr,N_PearsonCorr,tc_SpearmanCorr,N_SpearmanCorr,tc_DistCorr,N_DistCorr,tc_MI-cut,N_MI-cut,tc_MI-qcut,N_MI-qcut,tc_MI-Darbellay,N_MI-Darbellay,tc_MI-KDE,N_MI-KDE,tc_MI-GIEF,N_MI-GIEF,tc_MIC,N_MIC,tc_RMIC,N_RMIC
7.146190704788938e-06,500,0.0010007700428380708,500,4.344763193957844e-06,500,0.002995679352034556,500,0.002520533098925711,500,0.002994473936035485,500,0.010970667500522452,500,0.003024914237484404,500,0.0019967851409666074,500,0.005990458663726479,500
7.324797644894595e-06,500,0.0010065146467473317,500,0.0009943937217733205,500,0.003992255578760555,500,0.004030295200274043,500,0.0029930545089135612,500,0.010971446141310097,500,0.00398922724138616,500,0.002002672325776311,500,0.005993160428051799,500
3.1869514424348337e-06,500,5.425747706764126e-06,500,1.338326610434326e-07,500,0.002991789982281198,500,0.0030004950376066788,500,0.0030017260903843026,500,0.010979178079219767,500,0.0029933665127847616,500,0.0020035235056557795,500,0.005984079517754297,500
4.8701605999603315e-06,500,8.963376484344241e-06,500,0.0010037889226876132,500,0.0029929985598248256,500,0.003997605686544672,500,0.0029968921284571318,500,0.010975219150944687,500,0.002995419818814317,500,0.002002347990280593,500,0.00599178946246427,500
3.766309081081463e-06,500,0.001004622552987433,500,5.17290197353996e-06,500,0.0029949592210082414,500,0.0029950825440411576,500,0.0039746148588048385,500,0.009983078076769463,500,0.0027966920155957794,500,0.0029927330480655928,500,0.006989181980060386,500
0.0010018781682729512,500,0.0010040243748539815,500,7.59959916851692e-06,500,0.002997906412685682,500,0.003019610781115581,500,0.0029943670507238387,500,0.011975558831801807,500,0.0029936175168034057,500,0.001994954259279446,500,0.004988377343675785,500
2.322703411738949e-06,500,0.001003765102250874,500,5.391912025825841e-06,500,0.003992103695338423,500,0.0030000484054567254,500,0.0029989653140695335,500,0.010970890092108523,500,0.0029993900561024944,500,0.0020021808126711046,500,0.005998872161768899,500
6.373541562484797e-06,500,0.0010026770730985233,500,4.569002179989262e-06,500,0.0029992286027876102,500,0.003963882428425693,500,0.002997249688705295,500,0.010980109444305695,500,0.003997584559945632,500,0.002002037191547098,500,0.006983798243546342,500
4.73886866363584e-06,500,0.0010021886062492956,500,0.0010031686225057575,500,0.002995332460585647,500,0.00401983633001342,500,0.004015865942061825,500,0.009979883635028308,500,0.0029980333024978278,500,0.0019965778789820645,500,0.0059862398844101085,500
0.0010055246255363242,500,0.001002345363226436,500,4.429816386923894e-06,500,0.002993147183975723,500,0.002995578058002106,500,0.0039746426266131524,500,0.011972231181492349,500,0.002993726938349069,500,0.001997262999166914,500,0.005992384762056035,500
9.961359109396245e-06,500,1.124060914969749e-08,500,0.0009826974253036866,500,0.002995228663552247,500,0.002998807380139395,500,0.003034271171666559,500,0.010977145800000811,500,0.002993355998411848,500,0.001995841335896756,500,0.006985995545855225,500
5.0681918890111255e-06,500,0.0009980013892956561,500,6.47186199443105e-06,500,0.003000008844920709,500,0.002999352664284876,500,0.0029898322631444086,500,0.010969925927247182,500,0.003992773651279184,500,0.001996586009574357,500,0.00698393966957526,500
9.32138160681999e-06,500,0.0010028739040084575,500,0.0010039506622001035,500,0.0029994190608968563,500,0.00397386400199076,500,0.002983020262481944,500,0.011969908164371407,500,0.003014957041400525,500,0.0029993310731664786,500,0.006982138710833048,500
8.8073273211019e-06,500,0.0009973446134146826,500,2.24722487986594e-06,500,0.003004493297874309,500,0.003991443666127509,500,0.0040110527414201945,500,0.009973359494682591,500,0.0029925757452018576,500,0.002999624942377948,500,0.006984483122421599,500
2.5382528455309442e-06,500,0.0010059883188286616,500,0.0010001634377131048,500,0.00319666537289573,500,0.0029966711174268224,500,0.0029698268738877877,500,0.01097314854326354,500,0.003000316209221219,500,0.0019957553047861673,500,0.006981456813187901,500
5.535990827234552e-06,500,0.0010266998298102817,500,7.092476528802837e-06,500,0.0033010391328937906,500,0.003020927284223264,500,0.003022184426023646,500,0.011970292005489658,500,0.0029979806406315477,500,0.001997477312229245,500,0.00698896050758939,500
8.80265031257002e-06,500,6.690919903981071e-06,500,0.0010004538663291485,500,0.0024619436845209324,500,0.0029895809555386833,500,0.003001666994424355,500,0.009981600123345657,500,0.0029975762229637794,500,0.00199820895718998,500,0.0069841587345387725,500
2.04994813993848e-06,500,0.00098040316137064,500,1.261955875846147e-06,500,0.00449049424429869,500,0.0039660261283361855,500,0.002977330701906548,500,0.011971377590550494,500,0.003506542726003973,500,0.0019984105418958072,500,0.0069857827410663995,500
9.696180759342753e-06,500,0.0009976279363568,500,0.001025459207486889,500,0.002986860111525856,500,0.004020246668789738,500,0.003993618051382241,500,0.009974006137852293,500,0.002491612603852273,500,0.0020029988587698397,500,0.0069867883078938925,500
3.4950220731226393e-06,500,0.0010022390897614483,500,2.4060829711703306e-06,500,0.002993516143080283,500,0.0029658268916127398,500,0.0019964660489174475,500,0.010978334315883858,500,0.002995262692552605,500,0.002995006090353891,500,0.006988991800768472,500
5.6988475882439555e-06,500,0.0010061125541326553,500,0.0010024967839725365,500,0.0029940306233646424,500,0.003033582715010277,500,0.0029927723873022605,500,0.011974435532676454,500,0.0029971847896080447,500,0.002003766377560031,500,0.007983048900835439,500
5.721817941389732e-06,500,0.0010034748010052654,500,1.4642517336888784e-06,500,0.003099545335291871,500,0.003962619689416024,500,0.0029990399202303943,500,0.009978709932751637,500,0.003992275807371683,500,0.0019990268179556317,500,0.006985186936975142,500
0.0009977238226473893,500,0.0009970244500866184,500,0.000977396436846693,500,0.0030207453620515515,500,0.003991452387620807,500,0.0029982301366331147,500,0.010971976648673214,500,0.0033141679859294507,500,0.0020026830055235715,500,0.006983511425559955,500
1.3944584749716528e-06,500,0.0005455412468929047,500,4.454860083188829e-06,500,0.003994155621688283,500,0.004006123972894562,500,0.0039992126447191065,500,0.010979061088838614,500,0.0029992798238529877,500,0.0020018177912087534,500,0.006982298674239374,500
3.2691486709996003e-07,500,0.0009938354299969794,500,7.954437145537761e-06,500,0.0029929300102256233,500,0.0030075762201739404,500,0.002994590761822675,500,0.01097369525409508,500,0.003998282142043118,500,0.0020005445943526963,500,0.006986851083225599,500
7.683399604213312e-06,500,0.0009975886258986489,500,0.0009880292994462882,500,0.003000843458586022,500,0.002999216354580161,500,0.0029999487768835155,500,0.010978069176009941,500,0.0029954638537559304,500,0.0020027293928995354,500,0.00599029327404182,500
3.260779380039122e-06,500,0.0009982091874651457,500,0.001006000733012178,500,0.0029945933123067805,500,0.003975764483128224,500,0.0029956612778148668,500,0.01197715667010438,500,0.0029921877746577996,500,0.0029972335937891712,500,0.005993364178588921,500
2.8347130294585467e-06,500,1.0157059204134124e-07,500,6.879846521308449e-06,500,0.003996888083123243,500,0.004015336297226812,500,0.002999524728358089,500,0.009977941867271021,500,0.002995028379321177,500,0.0019944654338017206,500,0.008976467470467741,500
5.145366612733922e-06,500,0.0009998151063081429,500,0.0009986095536687724,500,0.002993502742838626,500,0.0029989664541312543,500,0.002998718260694926,500,0.01096960705474209,500,0.0029993887383021967,500,0.0030013353596136097,500,0.0069908466119557675,500
1.6446297748076301e-06,500,7.870056852841058e-06,500,6.140911933768822e-07,500,0.0029994360091636215,500,0.002999761788876467,500,0.0039993752553726105,500,0.010972024587273359,500,0.003000195315513884,500,0.001996220365653102,500,0.006986788929663835,500
3.939165886776331e-06,500,2.993631184738869e-06,500,0.0009985747748959015,500,0.002997525677678397,500,0.002999854813751279,500,0.0029938483752826785,500,0.010970857594606287,500,0.0030010730708709267,500,0.0019949100665097893,500,0.005991297010559733,500
5.512206160483964e-06,500,0.0010002143541688426,500,7.351591017789749e-06,500,0.0029985178306637075,500,0.004333432321991159,500,0.0029958091026671676,500,0.009976220723962148,500,0.002996092155938079,500,0.0020001666650745964,500,0.006985794592024163,500
3.2578530286134404e-06,500,0.0010013734214036616,500,0.0010032852002404358,500,0.0037089262101062987,500,0.0030178535733777745,500,0.002998462380617426,500,0.012966767298484746,500,0.0029932310176391834,500,0.0020005011981179244,500,0.005986570400996497,500
1.7984291875726357e-06,500,0.0009996999241305708,500,7.8593451040351e-06,500,0.0032810030436232463,500,0.0029955021254145227,500,0.0029947727931077172,500,0.010979052732955363,500,0.003993805620537453,500,0.002007835848414498,500,0.00898545339933852,500
3.816625742724956e-06,500,0.0010075255632298224,500,0.0010074690915574057,500,0.0029978636683311174,500,0.002989622142228577,500,0.003991246373228478,500,0.010974560444363986,500,0.003993957568985307,500,0.0020730616378522235,500,0.005985561404228974,500
0.0010069314333795165,500,0.0010027897968013966,500,4.717788587337972e-06,500,0.0029946955609195846,500,0.003974691571950083,500,0.0030207990149158865,500,0.009979553638402153,500,0.003000442591823483,500,0.0029166285603442047,500,0.004992765207456355,500
6.14573038794455e-06,500,0.0009993779179327204,500,0.0010064401452076618,500,0.002993687911768823,500,0.003998160963465976,500,0.002992271503451749,500,0.010975534934919264,500,0.003000195899339881,500,0.0020045165763928584,500,0.0070888977760477185,500
7.844088304863653e-06,500,0.001013561127000012,500,3.717298581652973e-07,500,0.00399892982211137,500,0.0030191324154465503,500,0.002996236250284989,500,0.009979755368091628,500,0.002997980095614727,500,0.0020014894462468285,500,0.0069844073183372496,500
4.266678698141986e-06,500,0.0009902942522184513,500,2.5500153243999315e-06,500,0.0029963813215926906,500,0.0030205951356941122,500,0.002003512257871998,500,0.011973633499087259,500,0.0039897826292537904,500,0.001999895066856211,500,0.006990301847773449,500
0.001000113192142035,500,0.0010025012197090806,500,0.000998267430830325,500,0.003996525558753393,500,0.0030008474901877286,500,0.004003458166451157,500,0.010977836290461694,500,0.003991239828233859,500,0.0020015788441823837,500,0.006988717678192954,500
7.315454814092229e-06,500,0.0010016216440400427,500,1.5743847872356589e-06,500,0.0030016118477788375,500,0.003995938956081558,500,0.0029944586176866026,500,0.010989122363195719,500,0.0030010223981972554,500,0.002000202684835158,500,0.006987632996569021,500
3.2713222629430386e-06,500,0.001166943522708851,500,0.0010016714230490164,500,0.002996181598276296,500,0.003972003397927558,500,0.0030004561967293406,500,0.009965215138894225,500,0.0029947592232152953,500,0.001997713935723961,500,0.006990165918607943,500
0.0010041885511418718,500,0.001022638201997722,500,3.905696685381039e-06,500,0.0029961439054029745,500,0.004011443038623217,500,0.0019935970487141184,500,0.010976200026161695,500,0.003992862748296574,500,0.002994507284339694,500,0.006986983589895953,500
8.602223902811253e-06,500,0.000977127812705596,500,0.0009990393384633888,500,0.003990508154827037,500,0.0030046485080556917,500,0.004002076603665159,500,0.011968897325031274,500,0.0029949819704355495,500,0.002000060653272579,500,0.006983119365260201,500
5.057031829151761e-06,500,8.863010825606494e-06,500,8.704139195588779e-07,500,0.003001058850048687,500,0.0029953221340837943,500,0.003962868525708437,500,0.01097694668381195,500,0.0031680753376277103,500,0.003125749577065521,500,0.007985358807792263,500
4.9242374406755415e-06,500,0.0010006766170431417,500,0.001006872903794457,500,0.002996235848369761,500,0.0029731102514014736,500,0.0020271046849559366,500,0.010974451291737837,500,0.0029954396300810753,500,0.002019763738608396,500,0.006984698287244234,500
9.913229620712513e-06,500,0.001003260942265114,500,9.388714731696938e-06,500,0.003000367776153501,500,0.003988580313218231,500,0.002966878221336058,500,0.01097179849057565,500,0.002997302372904069,500,0.0020115551522104456,500,0.005986093919266255,500
6.273536540321358e-06,500,0.0010030085459056606,500,0.0010020561660341184,500,0.0029953685622225606,500,0.0030020689446226844,500,0.002992333899325229,500,0.010978873883967982,500,0.0029965316193648886,500,0.0020088732016575643,500,0.006984810440819769,500
8.86801898219417e-06,500,0.001001353104499916,500,5.145332928539261e-06,500,0.004012138077764155,500,0.003996316033293525,500,0.003022325499408553,500,0.009980596553034344,500,0.003989368343177218,500,0.001967485781659416,500,0.007981849785419938,500
4.004336691411546e-06,500,8.099767941034949e-06,500,1.0910279420467629e-07,500,0.0039840453821094,500,0.0029938685960372215,500,0.002985445307668152,500,0.010975812999465482,500,0.0029973535339489783,500,0.003021695276659411,500,0.0069858210106796045,500
3.887782579794482e-06,500,0.0009971686735516744,500,0.0009998684240331607,500,0.0030010632058169893,500,0.0029979769131356043,500,0.003004471818923916,500,0.010979336339967546,500,0.0029990750502273036,500,0.0020012459671505155,500,0.006989960098982712,500
7.118051305079094e-06,500,0.0010012418863019226,500,4.283667790323152e-06,500,0.0029965326519233635,500,0.0030243125211341475,500,0.00300343953623679,500,0.00997624548926011,500,0.0029919733075806513,500,0.002000163083472524,500,0.007981484709307384,500
9.617029693042365e-06,500,0.001006122090972152,500,0.0009993338023123269,500,0.002993935909840892,500,0.0029958028551043724,500,0.0029997757139044374,500,0.010974850064719856,500,0.002995153619692804,500,0.002004067767581504,500,0.00798420147779949,500
2.990243584368263e-06,500,0.0009980250803111072,500,0.0010041316428312554,500,0.0029992121469674697,500,0.0029936692780815825,500,0.0029979208551551666,500,0.011978556439293526,500,0.003990329376153425,500,0.0020018689954093617,500,0.00698925576326175,500
0.0010020218307375411,500,0.0010065093636585434,500,0.0010007996213575571,500,0.0029960236466204087,500,0.003999056022378997,500,0.0029970882090603586,500,0.011970927317046463,500,0.0029938316610401993,500,0.001993472541467417,500,0.007987887696654553,500
7.18191324807232e-06,500,0.0010043031365787514,500,5.087352201381758e-06,500,0.0029996484372595295,500,0.0029934172254637973,500,0.0036239306535445306,500,0.01097751538221687,500,0.0030010165284095574,500,0.0020016540268702277,500,0.007987486933775522,500
4.601854416673825e-06,500,0.0010064156421898994,500,0.001007307022390457,500,0.003993851434213957,500,0.0039839190557177636,500,0.0030001176854097,500,0.011973355096763746,500,0.0029927114941597117,500,0.0029887807164606173,500,0.007980915911508294,500
3.388244553362209e-06,500,0.0010054510075076012,500,0.000998403382445562,500,0.0030008935348629696,500,0.0030004915461149142,500,0.0030012937625585466,500,0.010977769949106628,500,0.003001077239330576,500,0.001998563150758623,500,0.005993801365006552,500
5.141116781203174e-06,500,0.0010011875018227907,500,4.763879578497491e-06,500,0.002996654402777782,500,0.0029997542195692663,500,0.0030022931185040096,500,0.010839574703195595,500,0.003002820901962188,500,0.0029800457631971164,500,0.006986353377897299,500
7.690806290169438e-06,500,8.272139652063922e-06,500,0.0010029342916984551,500,0.0030005216392016256,500,0.003999182754996244,500,0.0029925361255737507,500,0.010970045979950873,500,0.0029944814840675606,500,0.001999592033887364,500,0.005990216160772792,500
6.467142820123875e-06,500,0.0009977200715381512,500,1.8566934180612684e-06,500,0.003997262190378782,500,0.0029947433966111153,500,0.0030011949710239873,500,0.010951364620606703,500,0.0040039864579529336,500,0.0019955294176104694,500,0.005993061092783035,500
0.0009999575273838314,500,0.0010025696594273244,500,0.0010333160346798528,500,0.0029996224598860064,500,0.0029944940214952434,500,0.0030000340085860285,500,0.010994545942644356,500,0.0029864893777730413,500,0.001982185356109043,500,0.005986019353593406,500
6.912853284413544e-06,500,0.0010056045618542953,500,7.843434568916179e-06,500,0.0029968047553319906,500,0.00397503766820871,500,0.002998142115647912,500,0.01098369427702952,500,0.002995762766423547,500,0.0020294352599972,500,0.004994368705912948,500
8.872769793771735e-06,500,9.731538521253446e-06,500,0.000989852500388073,500,0.002995836177127634,500,0.0029976274119217195,500,0.002999607341434029,500,0.009979245604260164,500,0.0029992749990358563,500,0.0029675760351293404,500,0.0069898192623252245,500
8.659942043494271e-06,500,0.0010065158437281448,500,6.969955077221915e-06,500,0.0030009819028330846,500,0.002993140898329265,500,0.0030010116676056336,500,0.01197513160489943,500,0.002994915374132803,500,0.001996878366237257,500,0.005988485823504973,500
7.148465689266581e-06,500,0.0010005493148049186,500,0.0009835548619523107,500,0.0029986983291420137,500,0.0029947764864347885,500,0.00300108561627314,500,0.010967663171283091,500,0.002999331037776482,500,0.0020303131820138013,500,0.005986553643351138,500
9.126897630527325e-06,500,0.001000727583411283,500,2.2505815404542266e-06,500,0.003990004898805023,500,0.004012502038210603,500,0.0029944586738852898,500,0.009982866730300055,500,0.00299400450481748,500,0.0019950248268315158,500,0.005990918760054759,500
7.600547488279424e-06,1000,0.0009977682526966804,1000,0.0019823010373910006,1000,0.004007932671011283,1000,0.003994033351574433,1000,0.00396177753999496,1000,0.04089289674252224,1000,0.005993399291813029,1000,0.0060201314104127695,1000,0.013579588468902403,1000
0.0010033411233694035,1000,0.0010063392552039788,1000,0.0010055918398441084,1000,0.0030490723513159207,1000,0.002992879421404025,1000,0.0029940798460611753,1000,0.04003717846424447,1000,0.0059761129541954635,1000,0.005977536849042077,1000,0.013971586396600191,1000
3.155650690376759e-06,1000,5.214535990306559e-06,1000,0.0020171631386122556,1000,0.004338030548702929,1000,0.003977198918349611,1000,0.003976198224183584,1000,0.04357033716873975,1000,0.005987116317146363,1000,0.006990235174721809,1000,0.013991244628628375,1000
7.804328011145343e-06,1000,0.0010028453978386477,1000,0.0009835215503893092,1000,0.0029971109611465663,1000,0.00398279539972018,1000,0.003028227823455022,1000,0.04089244185878186,1000,0.005990216850060951,1000,0.006041685474782235,1000,0.01284600450513344,1000
3.3709246967479348e-06,1000,0.0010010877058446313,1000,0.0010065186718570317,1000,0.003990825649529158,1000,0.003997017109663232,1000,0.0039663507913543705,1000,0.038899049587947626,1000,0.0049938769633552935,1000,0.006008795761409909,1000,0.013966637174541892,1000
0.0010013246239736478,1000,0.001008968922084186,1000,0.0009997157577655504,1000,0.002992012291489074,1000,0.003998244841105174,1000,0.0029932739847242595,1000,0.03789915303148824,1000,0.005989395534968459,1000,0.006993398439441709,1000,0.016960960330530912,1000
4.388169852265867e-08,1000,0.0006967242734781499,1000,0.0010264652627134413,1000,0.004003028600616965,1000,0.003991019649197499,1000,0.003995808440081708,1000,0.039890036693232205,1000,0.005986906424911702,1000,0.0059843087643841,1000,0.012967252153138478,1000
3.628807919078292e-07,1000,0.0003130773382738339,1000,7.643291478952212e-06,1000,0.003992162849505229,1000,0.003989403527623843,1000,0.004021714244467274,1000,0.037906092765499555,1000,0.005986849242845846,1000,0.006967815063371782,1000,0.017954469816782618,1000
7.030073059676572e-06,1000,0.0009999493311824005,1000,0.0010020313799262747,1000,0.0029959036054934374,1000,0.003996227580697761,1000,0.0029996694179291713,1000,0.0408982230795964,1000,0.006987206635055291,1000,0.00601417640676249,1000,0.014955668938059946,1000
4.050303410665779e-06,1000,0.0010063145621827965,1000,0.0009876467936847054,1000,0.003991161116371288,1000,0.003998890311586697,1000,0.003995095521490886,1000,0.03889748849866184,1000,0.004996223417974168,1000,0.006992855701341541,1000,0.017958122598308066,1000
1.6262848310360867e-06,1000,0.0010401552998798623,1000,0.0009990992084428735,1000,0.0030003594714189986,1000,0.00399628883355516,1000,0.002997827672448945,1000,0.038898061381159116,1000,0.005993185488681598,1000,0.005987517778790356,1000,0.016962697980664156,1000
0.002444841363359145,1000,0.0009989482827765376,1000,0.000997625029928155,1000,0.002993006521423841,1000,0.004995751868831356,1000,0.003965605867120652,1000,0.038905800323733884,1000,0.0059876318970490845,1000,0.005991550720875842,1000,0.014967716370659018,1000
8.318626585704579e-06,1000,0.0010050358178868967,1000,0.0010063363125407863,1000,0.0029910713936044274,1000,0.003989882089023516,1000,0.004058018163461072,1000,0.03989693963863525,1000,0.005990550529598836,1000,0.005989223880216525,1000,0.014961512248372404,1000
