noise,sin_high_freq,noise,cos_high_freq,noise,vary_freq_sin,noise,vary_freq_cos,noise,non_fourier_freq_sin,noise,non_fourier_freq_cos,noise,sin_low_freq,noise,linear_periodic_med_freq,noise,cubic,noise,cubic_y_stretched,noise,parabola,noise,spike,noise,lopsided_l_shaped,noise,l_shaped,noise,sigmoid,noise,exp_base_10,noise,exp_base_2,noise,linear_periodic_high_freq_2,noise,linear_periodic_high_freq,noise,linear_periodic_low_freq,noise,line
0.986430436973471,0.12624073826796256,0.0005635113884933096,0.03577282848260784,0.9441033025526576,0.00570898139771509,0.9366920568683119,0.015474976191872915,0.912496042133048,0.04639446923765752,0.8253254871698152,0.04333776331217267,0.0022542425475030603,0.214720390595732,0.9500644463348997,0.02926337298954157,0.9921010739430361,0.07329175651367428,0.9902149393562343,0.050596136039366905,0.8830914000529388,0.09419405833400059,0.9718088361783358,0.1069085557508384,0.9860913619416551,0.07444588803980057,0.6532950658003513,0.08906517702761822,0.9320457897532272,0.08598052031948934,0.929023194607515,0.16008738801275804,0.46154684167709004,0.6626674014087743,0.7596055317071502,0.535739337027523,0.9841867353025708,0.05110528304741123,0.9085275012954426,0.28945188922266807,0.9060606485492986,0.23397539459097907
0.28802723418017206,0.17960875131096174,0.9436478647204107,0.10535236813296407,0.8891659184118237,0.09939377293724427,0.9568566809586828,0.04271504261438555,0.02687235475807559,0.07412243229684362,0.009098288809876065,0.046726172896874654,0.012301895838279009,0.21815058113835195,0.9135303507378285,0.10292284538766067,0.945652576678371,0.014738329958794363,0.13889530161753372,0.13438604327252543,0.7276903955239267,0.012680898339226993,0.9872232153037793,0.023454477563711586,0.955128982816499,0.0019714621718560925,0.8383542691061978,0.014681466363416808,0.8967254312349888,0.055269759799927216,0.9012787939856036,0.13072191988045134,0.9684720960090853,0.05289423721867873,0.9834054143553914,0.1336039554264459,0.7888114774132254,0.4924524490211957,0.9942575018887494,0.039685155909046,0.7323652150276521,0.4984415982624047
0.9867918616136722,0.06138478433529025,0.6055438339621818,0.004999537377285321,0.883758201768992,0.061073042983290936,0.8845970889532957,0.1613518620148143,0.9428820128529493,0.04430424073518543,0.8866310527293848,0.04992305682317903,0.9113822066332742,0.06139362230901527,0.9968853452353248,0.04627846724538676,0.055350341109401735,0.2476992910882753,0.7526449935730088,0.03202143109928806,0.8470509513662643,0.03527329690254836,0.8222706255282839,0.09865298231317596,0.8101187100473217,0.17454341318886468,0.8800935328260386,0.2079483308320289,0.8900621180647109,0.04141364865746853,0.9230465098943584,0.06218975083554886,0.15042994158909917,0.8012902247386959,0.9799579709813065,0.06356528479925891,0.22992574908747387,0.8423443769667299,0.82946026834373,0.27415220509744065,0.9967735965789748,0.12509947588114176
0.99786163019154,0.11896131443421636,0.029063260559662574,0.040653720522891144,0.021380053882634087,0.1472121174810072,-0.02778804602868501,0.03906629817734167,0.9905671348370043,0.040151688690424445,0.625819794805742,0.061140233283202124,0.992099086776318,0.06565452955825375,0.9381755137973395,0.03415084336318693,0.8425746990918648,0.11630246537260533,0.19999195615570353,0.2113305043551563,0.9866870548006612,0.08053019307562544,0.9958138518660578,0.06550262391901712,0.05910806043271721,0.19807362950374577,0.9451966818864429,0.1791356497160137,0.6508516801612729,0.15431772690082304,0.9965752388735083,0.07590837793649531,0.055204561725138546,0.8112114163159191,0.00783997881903975,0.9648447699351489,0.9880206726865528,0.16548669624015855,0.92637074572738,0.32390701546788947,0.6173917295220073,0.5861168493855866
0.9720018308397593,0.07031947508880278,0.7925340604793654,0.1036179390816502,0.9960694475871886,0.002344850378663065,0.7575174560102613,0.08780556547550543,0.005018251924025607,0.08084354510106843,0.9792387406568152,0.011347913781612037,0.9939708519504002,0.060471110688892236,0.871213742135726,0.01593552578327961,0.9474676463325683,0.07981375334069908,0.11814108009593816,0.2207720351669618,0.8405602853726436,0.07320511028954962,0.7785075697813033,0.07186118178282809,0.8829424178633066,0.09941078873076149,0.1699506944129323,0.19099339476780017,0.9718955514615977,0.041279130217521325,0.7091432911440911,0.3156690921975441,0.9866895324735595,0.0920018777661616,0.4019453025925812,0.7712845193060276,0.9616629188256054,0.0786600519152422,0.8464104680076006,0.3863900463385499,-0.0009710544908998475,0.9998296529178125
0.8293133919388608,0.06873568864906406,0.9894301791523414,0.04829939040959397,0.8917016575863941,0.09615537157812139,0.3111209182725313,0.006362249135250873,0.8699239341171368,0.03138590404803365,0.2885231544667878,0.06769446551895825,0.9881511135573791,0.07732492755697053,0.8853053673901496,0.05957096518961492,0.994984202459948,0.04093601317109941,0.00604551434345435,0.22259608396173952,0.8074057955257958,0.07415599699823992,0.9447048713698062,0.11246119431231551,0.1548057189134927,0.19121808077568425,0.8801184128320211,0.11154838690381338,0.04683912380385902,0.2831623175937628,0.4590030596165665,0.32919243703912165,0.8860411625503665,0.1750102045564077,0.9923922532205103,0.011022564795342894,0.7166815931348589,0.5561871026460127,0.9259116242698113,0.3533436617199893,0.5771082585768036,0.550913931080407
0.9814469979264053,0.03653894887242208,0.9922129286780943,0.03354445219956644,0.27874863063268396,0.17883883880855408,0.781842804566063,0.0751159353890135,0.01668822981661322,0.07421676086581208,0.7497606914804292,0.03680703485680246,0.0012951794321032217,0.21592221829343383,0.982890185504155,0.05591051899649374,0.34011050542156085,0.17967062241610926,0.9924213175315219,0.03506831923396036,0.9701964648602028,0.07237640792329272,0.3437441668938781,0.2334175708125412,0.9964296840372033,0.026785499238807648,0.6571235546189005,0.21075439964238568,0.8975410604454767,0.061924078064836546,0.13686002282048826,0.46308207892905096,0.96000360482067,0.13233644302598835,0.9688893794529548,0.18923703021485885,0.5348951520481218,0.6174819733219177,0.7509648533420292,0.4825853451128765,0.04236481607218123,0.9826724661890051
-0.022678998018408114,0.19712814630326983,0.451593327244018,0.06716084610516475,0.26152765788461363,0.19327940616250985,0.9977283383853548,0.10098283269397296,0.9972788945855752,0.04098406857668728,0.9206148858919281,0.10630368088589341,0.688837854154339,0.059544143423160285,0.3356210829252859,0.2581298315974431,0.9992807135616829,0.12042009746944575,0.9814819413685737,0.0010413286199709168,0.28731600789187806,0.079765703326382,0.5284935373768751,0.2150395017781047,0.9583709360758375,0.09976461939345407,0.6985446336302963,0.13440281851749472,0.6304346616138311,0.2464171868760608,0.9914750301976275,0.032784166558778846,0.9708777242378588,0.12331778260898998,0.6976991848208395,0.5923346133989241,0.28258812601072214,0.8659179172222193,0.8807394273413909,0.3855015831068197,0.9689396430916262,0.2380380116074511
0.4745743345523049,0.15037081980198014,0.9895831746251734,0.014365824145410402,0.031962177416313686,0.14014115131620092,0.9588595871422211,0.14548006290000062,0.4857085080722723,0.01826162644573829,0.7419252226694613,0.13543690895524033,0.8626543199745595,0.1484526031568008,0.06367363586767771,0.28601715105827863,0.8762349505147986,0.05609709731228187,0.9882279172949027,0.022254038973299094,0.07684473740133224,0.03961489401062942,0.8439542151529669,0.005235436400145005,0.5348916030016636,0.1562070718507698,0.8333850024971051,0.08007205991563764,0.9196174349996218,0.06160357632033516,0.9533951000674398,0.09427954037274003,0.8092000415783773,0.29319319303607283,0.8225855673334869,0.39785330235733424,0.9914911808268836,0.008972830103597838,0.9445226385777578,0.24509296055432214,0.9970729501368016,0.05176247518205524
0.0850698399012767,0.1635999963840854,0.9935473316989053,0.09182223349341856,0.9929031939578857,0.0844524586079402,0.9720472769408155,0.051313153440931965,-0.0006092196529829952,0.08123391285963241,0.6945982608670738,0.011830327541741709,0.8726887510219478,0.02154864086416337,0.8924530253755985,0.008865633105160043,0.5294159741792712,0.14898633931830524,0.4276501598391187,0.14675353789440035,0.9728656815604996,0.055426883080449074,-0.001961400706267824,0.2576312471603077,0.47611377621887674,0.1699023304513887,0.8631554157567889,0.07066557650172237,0.6471921745055068,0.23291671920920157,0.0015557580289298212,0.5465470281706377,0.9950572738939387,0.01639050929137784,0.9365859961515371,0.23487947695119613,0.8342506813719648,0.3953705529995204,0.8896946718726547,0.3128372734616274,0.2533645421150371,0.8668096720745936
0.9947882056264722,0.0883133291023664,0.8602467509136192,0.06881756901169482,0.9221728679724497,0.05774996593822142,0.9686338572986227,0.038360263254001936,0.6949232695232761,0.10764189628294737,0.8977825274600465,0.03075256747966091,0.9967924617172879,0.015718635557343204,0.9815819128318762,0.17138645308025818,0.9166985259597372,0.09282542134010584,0.9944720811809995,0.032607644730630506,0.00355653479862994,0.04880299940115566,0.9768635762676454,0.12005499594275479,0.9500401022796886,0.040746572882517235,0.9959670588768456,0.16477783423354675,0.7849981212756427,0.03807114130872813,0.015092868425374384,0.5412811942621661,0.9516132904240044,0.134545499379121,0.9819302526692337,0.07860795670198303,-0.002356956735151794,0.9916117376107524,0.9721742128851024,0.08704998851589126,0.9049128010831688,0.35197116595407363
0.9732690329557716,0.008738396478098244,0.8404404023285243,0.029268788717012693,-0.007662540278244645,0.14737344319422938,0.8948256454839927,0.015462268103232493,0.9783429769709937,0.024047506375746094,0.9957734212858531,0.030582075091369648,0.8506108119161193,0.10057723385014494,0.8097688726511393,0.21153036016656307,0.816314040893625,0.1389066895086854,0.9797982894123284,0.0016032488827726014,0.0014952225031968913,0.03730584474133839,0.729633096414954,0.09851101421613269,0.9472064538560782,0.17060849148238286,0.9369004414149614,0.01662197348003867,0.8430937073072965,0.0804003289016813,0.9366535633209534,0.20035151221543418,0.7919641211090684,0.4656370430518565,0.9778711576121457,0.07933852497591445,0.8096416484428576,0.446519503387327,0.948016322869159,0.236397395401806,0.6682826916552553,0.5530473842905971
0.8599545552386896,0.12461678624715826,0.9932171193989258,0.01872450365626807,0.6673627785986744,0.12114577020870052,0.8046582703836409,0.12107505841158475,0.9984111548744474,0.023601664082869657,0.8084922905819034,0.05530806793466257,0.9875633108240855,0.003376145628459075,0.025325466232582694,0.2968535203796522,0.9977747718760822,0.09112528967879807,0.9597080291275611,0.013672460221557471,0.8576424317287572,0.04368707578643924,0.7437919069130945,0.03743978609510184,0.9739606792920349,0.025316438143866093,0.8746946111645253,0.1160289546478265,0.9898319542432489,0.010144406255849638,0.6140154184464377,0.3145867689562345,0.423588553529458,0.6590341759379973,0.5925436171829495,0.6874343537041371,0.9153232423671968,0.11833763816681774,0.6406604686435033,0.6537593953365346,0.9127139025305395,0.19342060737518119
0.603714495802707,0.1271408132022649,0.73034641398617,0.0035889417831191767,0.559347177859147,0.13047830572916974,0.9863458182733524,0.009255094247151714,0.6335409434854722,0.007321892394242071,0.9963780637501773,0.002251373515070445,0.7218096673829735,0.06325560942146549,0.9923918983934217,0.1736384173019339,0.9493073831665642,0.012827716581828831,0.013398906741638017,0.23011332970825232,0.15837046916709574,0.05737320286717672,0.2723700528431141,0.1816348733805516,0.013596097824381204,0.20495042879477346,0.9732359195959389,0.11036279705355824,0.9929330421750685,0.16395447060507048,0.8500019246162526,0.11596432612773004,0.9146027209710084,0.2680479252949978,0.7557743531195686,0.3905311992781411,0.9663144069222858,0.10473903958736033,0.2527532416905719,0.848663184701201,0.757462410166251,0.439464266210208
