motor_onoff_states,inlet_O2,out_tower_flow,liq_level
11,6.0470408181818165,94.767508,8.412322333333334
4,5.733131636363637,24.134718363636363,8.594908727272728
4,5.231053727272726,102.76957354545452,8.602834999999999
11,5.2613604545454535,33.87000554545454,8.550710545454542
11,6.145858000000001,35.46431445454545,8.361257999999998
11,5.896435363636363,69.61325799999999,8.206945666666666
4,5.52045390909091,65.8699618181818,8.189894333333333
4,5.789652545454547,27.81256945454545,8.168009666666665
4,5.235272363636363,43.49869527272726,8.251988787878787
4,5.126444181818181,0.3179055454545454,8.285590999999998
4,4.607668090909092,129.39049536363632,8.367841333333331
11,4.8009178181818175,0.015375,8.395288666666666
11,4.5705041818181815,0.0,8.15944233333333
11,4.537963818181817,116.8751567272727,7.92016
11,5.544962818181817,25.645519818181818,7.9918353030302995
4,5.675434363636364,0.156367,8.020497666666662
4,5.694227090909089,6.519226909090905,8.067987666666665
4,5.802224,0.3149553636363635,8.00476533333333
4,6.175104181818181,3.2384437272727267,8.081664999999997
4,5.889565181818182,0.1435519999999999,8.114570333333335
4,5.785368999999998,0.0,8.086907848484847
4,5.4285394545454535,50.91654145454545,8.07578933333333
4,5.862807999999999,10.996863545454543,8.330613999999995
4,5.5273746363636365,29.161151636363627,8.431028666666665
4,5.726866545454545,31.667241,8.331556999999998
4,5.501173999999998,39.425391454545455,8.320246333333333
4,5.855940999999998,29.32300036363636,8.297992393939392
4,5.195709727272726,59.87274745454545,8.289117999999997
4,5.875015000000002,0.105097,8.330266666666667
4,6.041214727272728,0.2738208181818182,8.389821666666663
4,5.424089181818181,68.40762854545453,8.335129333333333
4,6.17059318181818,39.67164045454545,8.488627999999999
4,6.1638829999999984,110.05491554545452,8.4326313030303
4,5.706656818181818,83.7436639090909,8.410237666666664
4,5.9311786363636365,0.0538259999999999,8.428277666666663
4,5.243716727272727,44.59328154545455,8.297137333333334
4,5.546950999999998,78.4543390909091,8.356907333333329
4,4.897308181818182,59.55772945454545,8.423533666666664
4,5.38597018181818,110.5657078181818,8.415561878787878
4,5.240278090909089,63.375562545454535,8.412388
6,4.749297727272727,120.6748358181818,8.361817333333331
6,6.161524272727272,13.686725272727273,8.518363666666664
6,4.637275727272727,40.71720872727273,8.386246666666667
6,4.511261,0.0410109999999999,8.300172666666665
6,5.844852818181816,98.258651,8.23033796969697
6,4.708587999999999,0.0,8.202415666666667
6,5.512404818181818,0.3229949999999999,8.140701333333334
6,5.038191909090909,59.24954972727272,7.930687999999996
4,5.533932181818182,54.57784672727272,8.077922333333333
4,4.970931272727272,113.7960937272727,8.178750666666664
4,5.083846909090909,95.0567126363636,8.035613606060606
4,5.83389990909091,11.516452909090908,7.978476000000002
4,5.577468,72.83284781818179,8.036062
4,5.087280000000002,91.250612,8.078905666666666
4,5.093001999999999,74.18582018181817,8.165069333333332
4,5.663426363636362,83.08780281818181,8.280341666666665
4,5.07965,117.33367436363636,8.258889090909088
4,5.5774692727272726,117.75200663636362,8.250248666666662
4,5.305388727272728,61.046179,8.228990333333334
4,5.573815999999997,115.97947909090908,8.319070666666667
4,5.253219,44.78107218181817,8.443031999999997
4,5.006590636363636,102.1589029090909,8.366349333333332
4,4.953765,112.8800417272727,8.234693666666665
11,4.925155999999998,83.02356018181817,8.387723333333334
12,4.778289909090908,121.315977,8.237067666666665
11,4.524612,26.360728181818185,8.18698433333333
11,4.536452545454545,112.29743354545452,8.213611939393939
11,5.346679999999999,84.54583881818179,8.260516666666668
11,4.820250999999999,0.297359,8.260748999999997
11,5.323791999999999,49.759365454545446,8.382932333333333
11,4.822159,46.22695172727272,8.612700333333333
11,4.446411,54.01334036363636,8.574493000000002
11,5.5423848181818185,0.399896,8.500008515151515
11,5.95357818181818,58.51827845454545,8.368803666666667
11,6.151938909090909,0.33581,8.291339666666667
11,5.5358885454545455,67.13045472727272,8.182828333333331
11,6.5973053636363606,41.96280609090909,8.263086333333334
11,6.057623545454547,9.002109727272726,8.340855999999999
11,5.487823000000001,51.628295181818174,8.319612757575756
11,6.177711636363636,37.7927849090909,8.282192666666665
4,6.056212999999998,12.046219454545453,8.213143999999998
4,5.872373636363637,0.0950778181818181,8.284134333333329
4,5.922516272727272,32.118627636363634,8.316931666666665
4,5.313936818181817,45.16313109090909,8.249545666666664
4,5.415326999999999,67.45413181818182,8.298388242424242
4,5.485916,31.26623363636364,8.384424666666666
4,6.275226181818179,0.3742609999999999,8.335298666666667
4,6.4456823636363625,118.61514018181818,8.28094633333333
4,7.771838727272726,23.51359945454544,8.130335333333331
4,5.785248727272727,115.24603345454544,8.625949878787877
4,5.5431360000000005,70.230629,7.890392999999999
4,7.570509272727271,0.0281959999999999,7.913837666666664
4,7.268853636363636,0.2717239999999999,7.956840666666665
4,6.996821636363635,88.10316636363636,7.973784000000001
4,6.722342545454545,86.33854472727272,7.975320333333333
4,6.931342000000001,0.0538259999999999,7.978871
4,6.351317181818181,44.79701854545454,7.966207999999998
4,5.743370818181817,83.60515909090907,7.9991020000000015
4,5.674824454545454,114.44834372727271,8.139999666666666
4,5.665481181818182,46.62437136363636,8.133021666666663
4,6.137729727272726,39.03005009090908,8.131534787878785
4,5.940856818181817,50.19614654545455,8.128155999999997
4,5.501261636363637,53.97214899999998,8.201294333333333
4,6.353418454545454,0.0852910909090909,8.115594333333332
4,5.623244999999999,63.81649899999998,8.099866333333333
4,6.132507000000001,9.505116363636365,8.339752666666666
4,6.975234545454546,82.81185563636362,8.345441636363637
4,6.103896999999999,70.12049654545454,8.358789666666668
4,6.073379999999999,56.11278881818181,8.481559666666666
4,6.609850636363634,0.2136972727272727,8.367507999999999
4,6.65702809090909,31.60237818181817,8.265758666666663
4,7.061385999999997,53.41445727272726,8.238167333333333
4,6.796636909090908,70.04262281818181,8.279453272727272
4,6.552122999999999,0.2589039999999999,8.370939
4,6.806190909090908,116.72063127272727,8.181913333333332
4,6.554030999999999,0.1860835454545454,8.437349000000001
4,6.010436999999999,14.133703909090906,8.424844666666663
4,6.203668636363636,82.47662718181817,8.186486666666667
4,6.639656454545455,4.533311272727273,8.130132121212121
4,6.243072727272729,41.76648399999999,8.005879666666667
4,6.793206454545454,4.908121545454544,8.091350333333333
4,5.865240909090909,94.86981309090908,8.150256999999998
4,6.320348818181818,64.36572445454544,8.024335666666667
4,5.926972909090908,61.78028363636363,7.990531999999998
4,5.490099999999998,90.72111709090908,8.043016454545453
4,5.816468181818181,14.077696727272723,8.159009333333332
4,6.812095090909091,36.49296672727272,8.174857666666666
4,5.862307818181818,44.39292027272727,8.159933666666667
4,6.4226149090909095,33.694213545454545,8.263455333333331
4,6.094247818181818,0.4837555454545454,8.363083666666665
4,5.760354363636363,35.243390909090905,8.331435454545453
4,5.980982999999999,55.94206327272727,8.261238666666664
4,5.772096272727273,121.5845558181818,8.323156999999997
